gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b1873,4,40.2863094,C,torY,366,"TMAO reductase III (TorYZ), cytochrome c-type subunit",cp,FALSE,,,,
b1865,2,17.3056875,LR,nudB,150,dihydroneopterin triphosphate pyrophosphatase,c,FALSE,,,,
b0099,3,14.9270046,F,mutT,129,"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP",c,FALSE,,,,
b3575,1,36.572619,C,yiaK,332,"2,3-diketo-L-gulonate reductase, NADH-dependent",c,TRUE,R_DOGULNR,0,0,b3575
b0103,1,22.6216018,H,coaE,206,dephospho-CoA kinase,c,FALSE,R_DPCOAK,0,0,b0103
b0425,1,33.8706439,H,panE,303,"2-dehydropantoate reductase, NADPH-specific",c,FALSE,R_DPR,1,0,( b0425  or  b3774 )
b3774,3,54.0688609,EH,ilvC,491,"ketol-acid reductoisomerase, NAD(P)-binding",c,FALSE,,,,
b4381,1,27.7337027,F,deoC,259,"2-deoxyribose-5-phosphate aldolase, NAD(P)-linked",c,FALSE,R_DRPA,0,0,b4381
b3860,2,23.1044464,O,dsbA,208,periplasmic protein disulfide isomerase I,cp,TRUE,,,,
b1185,2,20.1421316,O,dsbB,176,oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I,cp,TRUE,,,,
b2893,2,25.621597,O,dsbC,236,protein disulfide isomerase II,"cp,p",TRUE,,,,
b4136,3,61.7948454,OC,dsbD,565,fused thiol:disulfide interchange protein: activator of DsbC/conserved protein,"c,cp",TRUE,,,,
b3781,10,11.8065765,O,trxA,109,thioredoxin 1,c,FALSE,,,,
b2582,10,15.5547285,O,trxC,139,thioredoxin 2,c,FALSE,,,,
b0604,2,27.4948926,O,dsbG,248,"thiol:disulfide interchange protein, periplasmic","cp,p",TRUE,,,,
b1098,1,23.7830356,F,tmk,213,thymidylate kinase,c,FALSE,R_DTMPK,0,0,b1098
b1238,2,23.4564963,F,tdk,205,thymidine kinase/deoxyuridine kinase,c,FALSE,,,,
b4382,2,47.2069823,F,deoA,440,thymidine phosphorylase,c,FALSE,,,,
b4384,7,25.9498513,F,deoD,239,purine-nucleoside phosphorylase,c,FALSE,,,,
b2251,3,16.3706592,,nudI,141,nucleoside triphosphatase,c,FALSE,,,,
b3640,1,16.1554134,F,dut,151,deoxyuridinetriphosphatase,c,FALSE,R_DUTPDP,1,0,( b2251  or  b3640 )
b0173,1,43.387887,I,dxr,398,1-deoxy-D-xylulose 5-phosphate reductoisomerase,c,FALSE,R_DXPRIi,0,0,b0173
b0420,1,67.6167004,HI,dxs,620,"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring",c,FALSE,R_DXPS,0,0,b0420
b3564,2,52.6180663,G,xylB,484,xylulokinase,c,FALSE,,,,
b3603,3,59.1679285,C,lldP,551,L-lactate permease,cp,FALSE,,,,
b2975,3,58.9199092,C,glcA,560,glycolate transporter,cp,FALSE,,,,
b2927,1,37.2992285,G,epd,339,D-erythrose 4-phosphate dehydrogenase,c,FALSE,R_E4PD,0,0,b2927
b1288,24,27.8638622,I,fabI,262,"enoyl-[acyl-carrier-protein] reductase, NADH-dependent",c,FALSE,,,,
b3622,2,46.8774588,M,waaL,419,O-antigen ligase,p,FALSE,,,,
b3793,3,51.5170387,,wzyE,450,putative Wzy protein involved in ECA polysaccharide chain elongation,p,FALSE,,,,
b3785,3,39.4889657,M,wzzE,348,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,p,FALSE,,,,
b3792,1,44.9594519,,wzxE,416,O-antigen translocase,cp,FALSE,R_ECAtpp,0,0,b3792
b3846,19,79.5935903,I,fadB,729,fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase,c,FALSE,,,,
b2341,16,77.0719167,I,fadJ,714,fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,c,FALSE,,,,
b1850,2,22.283938,G,eda,213,multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase,c,FALSE,,,,
b1851,1,64.6388315,EG,edd,603,6-phosphogluconate dehydratase,c,FALSE,R_EDD,0,0,b1851
b1054,1,35.4067323,M,waaM,306,lauryl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,R_EDTXS1,0,0,b1054
b1855,2,37.4102454,M,waaN,323,myristoyl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,,,,
b2378,1,35.4933001,M,lpxP,306,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,R_EDTXS3,0,0,b2378
b2779,1,45.6547736,G,eno,432,enolase,c,FALSE,R_ENO,0,0,b2779
b0583,1,23.2584666,Q,entD,206,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,c,FALSE,R_ENTCS,0,0,b0583
b0585,2,42.5693491,P,fes,374,enterobactin/ferric enterobactin esterase,c,FALSE,,,,
b2440,1,31.7815052,E,eutC,295,"ethanolamine ammonia-lyase, small subunit (light chain)",c,FALSE,R_ETHAAL,0,1,( b2440  and  b2441 )
b2441,1,49.4028932,E,eutB,453,"ethanolamine ammonia-lyase, large subunit, heavy chain",c,FALSE,R_ETHAAL,0,1,( b2440  and  b2441 )
b0825,1,22.9967435,G,fsaA,220,fructose-6-phosphate aldolase 1,c,FALSE,R_F6PA,1,0,( b0825  or  b3946 )
b3946,1,23.5551358,G,fsaB,220,fructose-6-phosphate aldolase 2,c,FALSE,R_F6PA,1,0,( b0825  or  b3946 )
b0822,5,30.412697,R,ybiV,271,"sugar phosphatase; preference for fructose-1-P, ribose-5-P and glucose-6-P",c,FALSE,,,,
b3666,4,50.6064047,G,uhpT,463,hexose phosphate transporter,cp,FALSE,,,,
b0404,7,22.9610099,S,acpH,193,hypothetical protein,c,FALSE,,,,
b0452,10,31.9661705,I,tesB,286,acyl-CoA thioesterase II,c,FALSE,,,,
b1805,10,62.3317327,IQ,fadD,561,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),cp,FALSE,,,,
b1701,10,60.7729176,IQ,fadK,548,"short chain acyl-CoA synthetase, anaerobic",cp,FALSE,,,,
b3844,6,26.2418943,HC,fre,233,NAD(P)H-flavin reductase,c,FALSE,,,,
b2763,4,63.9978669,P,cysI,570,"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding",c,FALSE,,,,
b2764,4,66.269509,P,cysJ,599,"sulfite reductase, alpha subunit, flavoprotein",c,FALSE,,,,
b2097,1,38.1090542,G,fbaB,350,fructose-bisphosphate aldolase class I,c,FALSE,R_FBA,2,0,( b2097  or  b1773  or  b2925 )
b1773,1,30.8096851,G,ydjI,278,putative aldolase,c,FALSE,R_FBA,2,0,( b2097  or  b1773  or  b2925 )
b2925,1,39.1471048,G,fbaA,359,"fructose-bisphosphate aldolase, class II",c,FALSE,R_FBA,2,0,( b2097  or  b1773  or  b2925 )
b3925,1,35.8522141,G,glpX,336,"fructose 1,6-bisphosphatase II",c,FALSE,R_FBP,1,0,( b3925  or  b4232 )
b4232,1,36.8337843,G,fbp,332,"fructose-1,6-bisphosphatase I",c,FALSE,R_FBP,1,0,( b3925  or  b4232 )
b2802,1,64.9764988,G,fucI,591,L-fucose isomerase,c,FALSE,R_FCI,0,0,b2802
b2803,1,53.2356833,G,fucK,482,L-fuculokinase,c,FALSE,R_FCLK,0,0,b2803
b2800,1,23.7752351,G,fucA,215,L-fuculose-1-phosphate aldolase,c,FALSE,R_FCLPA,1,0,( b2800  or  b2738 )
b2738,1,23.2223905,G,ygbL,212,putative class II aldolase,c,FALSE,R_FCLPA,1,0,( b2800  or  b2738 )
b0475,1,35.8842512,H,hemH,320,ferrochelatase,c,FALSE,R_FCLT,0,0,b0475
b3892,2,24.6062558,C,fdoI,211,"formate dehydrogenase-O, cytochrome b556 subunit",cp,FALSE,,,,
b3893,2,33.1003112,C,fdoH,300,"formate dehydrogenase-O, Fe-S subunit",cp,FALSE,,,,
b3894,2,112.3989425,C,fdoG,1016,"formate dehydrogenase-O, large subunit",cp,FALSE,,,,
b1474,2,112.8128825,C,fdnG,1015,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",cp,FALSE,,,,
b1475,2,32.2386645,C,fdnH,294,"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible",cp,FALSE,,,,
b1476,2,25.3684024,C,fdnI,217,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",cp,FALSE,,,,
b0935,5,41.7360599,C,ssuD,381,"alkanesulfonate monooxygenase, FMNH(2)-dependent",c,FALSE,,,,
b3409,1,84.4733897,P,feoB,773,"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein",cp,FALSE,R_FE2abcpp,0,0,b3409
b2392,2,44.1934977,P,mntH,412,manganese/divalent cation transporter,cp,FALSE,,,,
b4290,1,33.1461982,P,fecB,300,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,R_FE3DCITabcpp,0,3,( b4290  and  b4289  and  b4288  and  b4287 )
b4289,1,34.8925921,P,fecC,332,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,R_FE3DCITabcpp,0,3,( b4290  and  b4289  and  b4288  and  b4287 )
b4288,1,34.1313871,P,fecD,318,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,R_FE3DCITabcpp,0,3,( b4290  and  b4289  and  b4288  and  b4287 )
b4287,1,28.1905861,PH,fecE,255,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,R_FE3DCITabcpp,0,3,( b4290  and  b4289  and  b4288  and  b4287 )
b4291,1,85.3212121,P,fecA,774,KpLE2 phage-like element; ferric citrate outer membrane transporter,cep,FALSE,R_FE3DCITtonex,0,3,( b4291  and  ( b1252  and  b3005  and  b3006 ) )
b0592,2,34.2829029,P,fepB,318,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0588,2,29.7839981,PH,fepC,271,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0590,2,33.8711856,P,fepD,334,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0589,2,34.9100894,P,fepG,330,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0805,1,81.9596856,P,fiu,760,catecholate siderophore receptor Fiu,cep,FALSE,R_FE3DHBZStonex,1,6,( ( b0805  and  ( b1252  and  b3005  and  b3006 ) )  or  ( b2155  and  ( b1252  and  b3005  and  b3006 ) ) )
b2155,1,73.8953698,P,cirA,663,catecholate siderophore receptor CirA,cep,FALSE,R_FE3DHBZStonex,1,6,( ( b0805  and  ( b1252  and  b3005  and  b3006 ) )  or  ( b2155  and  ( b1252  and  b3005  and  b3006 ) ) )
b0150,3,82.1818956,P,fhuA,747,ferrichrome outer membrane transporter,cep,FALSE,,,,
b0584,1,82.1065234,P,fepA,746,iron-enterobactin outer membrane transporter,cep,FALSE,R_FEENTERtonex,0,3,( b0584  and  ( b1252  and  b3005  and  b3006 ) )
b0591,1,43.28181,,entS,416,"enterobactin exporter, iron-regulated",cp,FALSE,R_FEENTERtpp,0,0,b0591
b4079,1,79.2235432,R,fdhF,715,"formate dehydrogenase-H, selenopolypeptide subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2481,1,22.1543325,C,hyfA,205,"hydrogenase 4, 4Fe-4S subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2482,1,72.5827807,CP,hyfB,672,"hydrogenase 4, membrane subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2483,1,34.3591322,C,hyfC,315,"hydrogenase 4, membrane subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2484,1,51.7543878,CP,hyfD,479,"hydrogenase 4, membrane subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2485,1,23.3614324,C,hyfE,216,"hydrogenase 4, membrane subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2486,1,56.7669668,CP,hyfF,526,"hydrogenase 4, membrane subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2487,1,63.383257,C,hyfG,555,"hydrogenase 4, subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2488,1,20.1593484,C,hyfH,181,"hydrogenase 4, Fe-S subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2489,1,28.101204,C,hyfI,252,"hydrogenase 4, Fe-S subunit",c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2490,1,15.5769349,,hyfJ,137,putative processing element hydrogenase 4,c,TRUE,R_FHL,1,16,( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )
b2719,2,27.9990699,C,hycG,255,"hydrogenase 3 and formate hydrogenase complex, HycG subunit","c,cp",FALSE,,,,
b2720,2,20.3093274,C,hycF,180,formate hydrogenlyase complex iron-sulfur protein,"c,cp",FALSE,,,,
b2721,2,64.9801426,C,hycE,569,"hydrogenase 3, large subunit","c,cp",FALSE,,,,
b2722,2,33.0292263,C,hycD,307,"hydrogenase 3, membrane subunit","c,cp",FALSE,,,,
b2723,2,64.0769346,CP,hycC,608,"hydrogenase 3, membrane subunit","c,cp",FALSE,,,,
b2724,2,21.8732376,C,hycB,203,"hydrogenase 3, Fe-S subunit","c,cp",FALSE,,,,
b0684,5,19.7368542,C,fldA,176,flavodoxin 1,c,FALSE,,,,
b3924,5,27.7508305,C,fpr,248,ferredoxin-NADP reductase,c,FALSE,,,,
b2895,5,19.7001081,C,fldB,173,flavodoxin 2,c,FALSE,,,,
b3288,1,34.1683379,J,fmt,315,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,c,TRUE,R_FMETTRS,0,0,b3288
b0025,2,34.7341168,H,ribF,313,bifunctional riboflavin kinase/FAD synthetase,c,FALSE,,,,
b0937,2,21.2532118,R,ssuE,191,NAD(P)H-dependent FMN reductase,c,FALSE,,,,
b0904,2,30.9906532,P,focA,285,formate channel,cp,FALSE,,,,
b2492,2,30.5645583,P,focB,282,putative formate transporter,cp,FALSE,,,,
b4151,2,13.1068798,C,frdD,119,"fumarate reductase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b4152,2,15.014974,C,frdC,131,"fumarate reductase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b4153,2,27.1230142,C,frdB,244,"fumarate reductase (anaerobic), Fe-S subunit",c,FALSE,,,,
b4154,2,65.9714054,C,frdA,602,fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit,c,FALSE,,,,
b2168,1,33.7555623,G,fruK,312,fructose-1-phosphate kinase,c,FALSE,R_FRUK,0,0,b2168
b3371,1,38.5690875,M,frlB,340,fructoselysine-6-P-deglycase,c,FALSE,R_FRULYSDG,0,0,b3371
b4474,1,31.16877,G,frlC,276,fructoselysine 3-epimerase,c,FALSE,R_FRULYSE,0,0,b4474
b3374,1,28.3317418,G,frlD,261,fructoselysine 6-kinase,c,FALSE,R_FRULYSK,0,0,b3374
b3370,2,47.5763676,E,frlA,445,putative fructoselysine transporter,cp,FALSE,,,,
b4321,2,47.1377837,GE,gntP,447,fructuronate transporter,cp,FALSE,,,,
b2167,1,57.5189533,G,fruA,563,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,cp,FALSE,R_FRUptspp,0,3,( b2167  and  b2169  and  b2415  and  b2416 )
b2169,1,39.6476639,G,fruB,376,fused fructose-specific PTS enzymes: IIA component/HPr component,cp,FALSE,R_FRUptspp,0,3,( b2167  and  b2169  and  b2415  and  b2416 )
b1232,1,31.9345919,F,purU,280,formyltetrahydrofolate hydrolase,c,FALSE,R_FTHFD,0,0,b1232
b2801,1,47.5447305,G,fucP,438,L-fucose transporter,cp,FALSE,R_FUCtpp,0,0,b2801
b1612,1,60.2983449,C,fumA,548,"fumarate hydratase (fumarase A), aerobic Class I",c,FALSE,R_FUM,2,0,( b1612  or  b4122  or  b1611 )
b4122,1,60.1050885,C,fumB,548,anaerobic class I fumarate hydratase (fumarase B),c,FALSE,R_FUM,2,0,( b1612  or  b4122  or  b1611 )
b1611,1,50.4887391,C,fumC,467,"fumarate hydratase (fumarase C),aerobic Class II",c,FALSE,R_FUM,2,0,( b1612  or  b4122  or  b1611 )
b0621,2,48.4120784,C,dcuC,461,anaerobic C4-dicarboxylate transport,cp,FALSE,,,,
b3730,2,49.1898883,M,glmU,456,fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase,c,FALSE,,,,
b1002,2,45.6827473,,agp,413,glucose-1-phosphatase/inositol phosphatase,p,FALSE,,,,
b3789,1,32.7342507,M,rffH,293,glucose-1-phosphate thymidylyltransferase,c,FALSE,R_G1PTT,1,0,( b3789  or  b2039 )
b2039,1,32.6934316,M,rfbA,293,glucose-1-phosphate thymidylyltransferase,c,FALSE,R_G1PTT,1,0,( b3789  or  b2039 )
b0154,1,45.3660016,H,hemL,426,glutamate-1-semialdehyde aminotransferase (aminomutase),c,FALSE,R_G1SAT,0,0,b0154
b4055,17,26.1034207,R,aphA,237,"acid phosphatase/phosphotransferase, class B, non-specific",p,FALSE,,,,
b4041,7,91.3810882,I,plsB,807,glycerol-3-phosphate O-acyltransferase,c,FALSE,,,,
b3452,6,33.2637186,G,ugpA,295,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3453,6,48.4485339,G,ugpB,438,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3450,6,39.5235369,G,ugpC,356,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3451,6,31.499621,G,ugpE,281,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3608,1,36.3614856,C,gpsA,339,glycerol-3-phosphate dehydrogenase (NAD+),c,FALSE,R_G3PD2,0,0,b3608
b2241,3,58.9580573,C,glpA,542,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding",c,FALSE,,,,
b2242,3,45.3570751,E,glpB,419,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b2243,3,44.1079187,C,glpC,396,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",c,FALSE,,,,
b3426,1,56.7502817,C,glpD,501,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",c,FALSE,R_G3PD5,1,2,( ( b2241  and  b2242  and  b2243 )  or  b3426 )
b0243,1,44.6299045,E,proA,417,gamma-glutamylphosphate reductase,c,FALSE,R_G5SD,0,0,b0243
b0678,1,29.7741068,G,nagB,266,glucosamine-6-phosphate deaminase,c,FALSE,R_G6PDA,0,0,b0678
b1852,1,55.7042156,G,zwf,491,glucose-6-phosphate 1-dehydrogenase,c,FALSE,R_G6PDH2r,0,0,b1852
b3128,1,56.4013909,G,garD,523,(D)-galactarate dehydrogenase,c,FALSE,R_GALCTD,0,0,b3128
b4358,1,36.4477563,ER,yjjN,340,L-galactonate oxidoreductase,c,FALSE,R_GALCTLO,0,0,b4358
b4478,1,42.5227209,MR,dgoD,382,galactonate dehydratase,c,FALSE,R_GALCTND,0,0,b4478
b4356,1,49.4403605,G,yjjL,453,L-galactonate transporter,cp,FALSE,R_GALCTNLt2pp,0,0,b4356
b3691,1,47.0765339,G,dgoT,430,D-galactonate transporter,cp,FALSE,R_GALCTNt2pp,0,0,b3691
b3127,3,49.0090563,G,garP,444,putative (D)-galactarate transporter,cp,FALSE,,,,
b2789,3,49.1419053,G,gudP,450,putative D-glucarate transporter,cp,FALSE,,,,
b0757,1,41.4419733,G,galK,382,galactokinase,c,FALSE,R_GALKr,1,0,( b0757  or  b2045 )
b2045,1,47.3433659,S,wcaK,426,colanic acid biosynthesis protein,c,FALSE,R_GALKr,1,0,( b0757  or  b2045 )
b0756,1,38.1902841,G,galM,346,galactose-1-epimerase (mutarotase),p,FALSE,R_GALM2pp,0,0,b0756
b4119,1,50.6569347,G,melA,451,"alpha-galactosidase, NAD(P)-binding",c,FALSE,R_GALS3,0,0,b4119
b3628,1,40.8257652,M,waaB,359,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase",c,FALSE,R_GALT1,0,0,b3628
b2094,1,16.907385,GT,gatA,150,galactitol-specific enzyme IIA component of PTS,cp,FALSE,R_GALTptspp,0,4,( b2094  and  b2093  and  b2092  and  b2415  and  b2416 )
b2093,1,10.2220248,G,gatB,94,galactitol-specific enzyme IIB component of PTS,cp,FALSE,R_GALTptspp,0,4,( b2094  and  b2093  and  b2092  and  b2415  and  b2416 )
b2092,1,48.364837,G,gatC,451,galactitol-specific enzyme IIC component of PTS,cp,FALSE,R_GALTptspp,0,4,( b2094  and  b2093  and  b2092  and  b2415  and  b2416 )
b3093,2,51.5715372,G,exuT,472,hexuronate transporter,cp,FALSE,,,,
b1236,1,32.9421642,M,galU,302,glucose-1-phosphate uridylyltransferase,c,FALSE,R_GALUi,0,0,b1236
b2149,2,56.4150619,G,mglA,506,fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,,,,
b2150,2,35.7124221,G,mglB,332,methyl-galactoside transporter subunit,cp,FALSE,,,,
b2148,2,35.5500133,G,mglC,336,methyl-galactoside transporter subunit,cp,FALSE,,,,
b2943,2,50.9823356,G,galP,464,D-galactose transporter,cp,FALSE,,,,
b1779,1,35.5323522,G,gapA,331,glyceraldehyde-3-phosphate dehydrogenase A,c,FALSE,R_GAPD,0,0,b1779
b2500,1,23.2381794,F,purN,212,phosphoribosylglycinamide formyltransferase 1,c,FALSE,R_GARFT,0,0,b2500
b1415,2,52.2725894,C,aldA,479,"aldehyde dehydrogenase A, NAD-linked",c,FALSE,,,,
b2052,2,36.1409993,MG,wcaG,321,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase,c,TRUE,,,,
b2784,2,83.8752821,TK,relA,744,(p)ppGpp synthetase I/GTP pyrophosphokinase,c,FALSE,,,,
b3650,2,79.342161,TK,spoT,702,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",c,FALSE,,,,
b2051,1,18.2733903,F,wcaH,159,GDP-mannose mannosyl hydrolase,c,FALSE,R_GDPMNH,0,0,b2051
b2467,1,21.7485737,LR,nudK,191,GDP-mannose pyrophosphatase,c,FALSE,R_GDPMNP,0,0,b2467
b3729,1,66.894063,M,glmS,609,L-glutamine:D-fructose-6-phosphate aminotransferase,c,FALSE,R_GF6PTA,0,0,b3729
b1298,1,28.0129181,R,puuD,254,gamma-Glu-GABA hydrolase,c,FALSE,R_GGGABAH,0,0,b1298
b1301,1,47.169365,E,puuB,426,"gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding",c,FALSE,R_GGPTRCO,0,0,b1301
b1297,2,53.1770007,E,puuA,472,gamma-Glu-putrescine synthase,c,FALSE,,,,
b3432,1,84.3364977,G,glgB,728,"1,4-alpha-glucan branching enzyme",c,FALSE,R_GLBRAN2,0,0,b3432
b0459,2,20.0959196,R,maa,183,maltose O-acetyltransferase,c,TRUE,,,,
b0837,1,41.0542889,G,yliI,371,soluble aldose sugar dehydrogenase,cp,FALSE,R_GLCDpp,1,0,( b0837  or  b0124 )
b0124,1,86.7470027,G,gcd,796,glucose dehydrogenase,cp,FALSE,R_GLCDpp,1,0,( b0837  or  b0124 )
b4476,1,46.4158056,GE,gntU,446,"gluconate transporter, low affinity GNT 1 system",cp,FALSE,R_GLCNt2rpp,3,0,( b4321  or  b4476  or  b3415  or  b4265 )
b3415,1,45.9664744,GE,gntT,438,"gluconate transporter, high-affinity GNT I system",cp,FALSE,R_GLCNt2rpp,3,0,( b4321  or  b4476  or  b3415  or  b4265 )
b3428,2,93.1721423,G,glgP,815,glycogen phosphorylase,c,FALSE,,,,
b3417,5,90.5219764,G,malP,797,maltodextrin phosphorylase,c,FALSE,,,,
b3126,1,27.3840232,G,garL,256,alpha-dehydro-beta-deoxy-D-glucarate aldolase,c,FALSE,R_GLCRAL,0,0,b3126
b2787,1,49.1408391,MR,gudD,446,(D)-glucarate dehydratase 1,c,FALSE,R_GLCRD,1,0,( b2787  or  b2788 )
b2788,1,48.849393,MR,gudX,446,"glucarate dehydratase-related protein, substrate unknown",c,FALSE,R_GLCRD,1,0,( b2787  or  b2788 )
b3429,1,52.8221817,G,glgA,477,glycogen synthase,c,FALSE,R_GLCS1,0,0,b3429
b3631,1,42.2839441,M,waaG,374,glucosyltransferase I,c,FALSE,R_GLCTR1,0,0,b3631
b3627,1,39.4230125,M,waaR,339,"UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase",c,FALSE,R_GLCTR2,0,0,b3627
b3626,1,39.0401672,M,waaJ,338,UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase,c,FALSE,R_GLCTR3,0,0,b3626
b1621,2,56.6267979,G,malX,530,"fused maltose and glucose-specific PTS enzymes: IIB component, IIC component",cp,FALSE,,,,
b3431,1,73.5763417,G,glgX,657,glycogen debranching enzyme,c,FALSE,R_GLDBRAN2,0,0,b3431
