gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b2478,1,31.2698769,EM,dapA,292,dihydrodipicolinate synthase,c,FALSE,DHDPS,0,0,b2478
b1606,2,26.3482068,IQR,folM,240,"dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme",c,FALSE,,,,
b0048,1,17.9993087,H,folA,159,dihydrofolate reductase,c,FALSE,DHFR,1,0,(b1606 or b0048)
b2315,1,45.405496,H,folC,422,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,c,FALSE,DHFS,0,0,b2315
b3930,1,33.5938479,H,menA,308,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",c,FALSE,DHNAOT4,0,0,b3930
b2262,1,31.6330112,H,menB,285,dihydroxynaphthoic acid synthetase,c,FALSE,DHNCOAS,0,0,b2262
b0736,1,15.5619549,R,ybgC,134,"acyl-CoA thioesterase, involved in phospholipid metabolism",c,FALSE,DHNCOAT,0,0,b0736
b3058,2,13.6194687,H,folB,122,bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase,c,FALSE,,,,
b0945,2,36.77437,F,pyrD,336,"dihydro-orotate oxidase, FMN-linked",c,FALSE,,,,
b1062,1,38.8272519,F,pyrC,348,dihydro-orotase,c,FALSE,DHORTS,0,0,b1062
b3177,1,30.6150117,H,folP,282,"7,8-dihydropteroate synthase",c,FALSE,DHPS2,0,0,b3177
b0578,2,23.9050848,C,nfsB,217,"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive",c,TRUE,,,,
b2303,1,14.0819659,H,folX,120,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",c,TRUE,DHPTPE,0,0,b2303
b3389,1,38.8808537,E,aroB,362,3-dehydroquinate synthase,c,FALSE,DHQS,0,0,b3389
b1693,1,27.4665587,E,aroD,252,3-dehydroquinate dehydratase,c,FALSE,DHQTi,0,0,b1693
b0421,2,32.1595181,H,ispA,299,geranyltranstransferase,c,FALSE,,,,
b0029,2,34.7744221,IM,ispH,316,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, 4Fe-4S protein",c,FALSE,,,,
b2232,2,26.5553583,H,ubiG,240,bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase,c,FALSE,,,,
b1587,3,89.7796793,C,ynfE,808,"putative selenate reductase, periplasmic",c,TRUE,,,,
b1588,3,89.9867498,C,ynfF,807,"S- and N-oxide reductase, A subunit, periplasmic",c,TRUE,,,,
b1589,3,22.7517303,C,ynfG,205,"oxidoreductase, Fe-S subunit",c,TRUE,,,,
b1590,3,30.5235732,R,ynfH,284,"oxidoreductase, membrane subunit",c,TRUE,,,,
b0894,4,90.3983239,C,dmsA,814,"dimethyl sulfoxide reductase, anaerobic, subunit A",c,TRUE,,,,
b0895,4,22.8689202,C,dmsB,205,"dimethyl sulfoxide reductase, anaerobic, subunit B",c,TRUE,,,,
b0896,4,30.8261415,R,dmsC,287,"dimethyl sulfoxide reductase, anaerobic, subunit C",c,TRUE,,,,
b1872,4,88.9636449,C,torZ,809,"trimethylamine N-oxide reductase system III, catalytic subunit",cp,FALSE,,,,
b1873,4,40.2863094,C,torY,366,"TMAO reductase III (TorYZ), cytochrome c-type subunit",cp,FALSE,,,,
b0099,3,14.9270046,F,mutT,129,"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP",c,FALSE,,,,
b1865,2,17.3056875,LR,nudB,150,dihydroneopterin triphosphate pyrophosphatase,c,FALSE,,,,
b3575,1,36.572619,C,yiaK,332,"2,3-diketo-L-gulonate reductase, NADH-dependent",c,TRUE,DOGULNR,0,0,b3575
b0103,1,22.6216018,H,coaE,206,dephospho-CoA kinase,c,FALSE,DPCOAK,0,0,b0103
b0425,1,33.8706439,H,panE,303,"2-dehydropantoate reductase, NADPH-specific",c,FALSE,DPR,1,0,(b0425 or b3774)
b3774,3,54.0688609,EH,ilvC,491,"ketol-acid reductoisomerase, NAD(P)-binding",c,FALSE,,,,
b4381,1,27.7337027,F,deoC,259,"2-deoxyribose-5-phosphate aldolase, NAD(P)-linked",c,FALSE,DRPA,0,0,b4381
b3860,2,23.1044464,O,dsbA,208,periplasmic protein disulfide isomerase I,cp,TRUE,,,,
b1185,2,20.1421316,O,dsbB,176,oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I,cp,TRUE,,,,
b2893,2,25.621597,O,dsbC,236,protein disulfide isomerase II,"cp,p",TRUE,,,,
b4136,3,61.7948454,OC,dsbD,565,fused thiol:disulfide interchange protein: activator of DsbC/conserved protein,"c,cp",TRUE,,,,
b2582,10,15.5547285,O,trxC,139,thioredoxin 2,c,FALSE,,,,
b3781,10,11.8065765,O,trxA,109,thioredoxin 1,c,FALSE,,,,
b0604,2,27.4948926,O,dsbG,248,"thiol:disulfide interchange protein, periplasmic","cp,p",TRUE,,,,
b4122,2,60.1050885,C,fumB,548,anaerobic class I fumarate hydratase (fumarase B),c,FALSE,,,,
b1098,1,23.7830356,F,tmk,213,thymidylate kinase,c,FALSE,DTMPK,0,0,b1098
b2147,1,45.068764,F,preA,411,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",c,TRUE,DURADx,0,1,(b2147 and b2146)
b2146,1,44.3293232,ER,preT,412,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",c,TRUE,DURADx,0,1,(b2147 and b2146)
b1238,2,23.4564963,F,tdk,205,thymidine kinase/deoxyuridine kinase,c,FALSE,,,,
b4382,2,47.2069823,F,deoA,440,thymidine phosphorylase,c,FALSE,,,,
b4384,7,25.9498513,F,deoD,239,purine-nucleoside phosphorylase,c,FALSE,,,,
b3640,1,16.1554134,F,dut,151,deoxyuridinetriphosphatase,c,FALSE,DUTPDP,1,0,(b3640 or b2251)
b2251,3,16.3706592,,nudI,141,nucleoside triphosphatase,c,FALSE,,,,
b0173,1,43.387887,I,dxr,398,1-deoxy-D-xylulose 5-phosphate reductoisomerase,c,FALSE,DXPRIi,0,0,b0173
b0420,1,67.6167004,HI,dxs,620,"1-deoxyxylulose-5-phosphate synthase, thiamine-requiring, FAD-requiring",c,FALSE,DXPS,0,0,b0420
b3564,2,52.6180663,G,xylB,484,xylulokinase,c,FALSE,,,,
b2927,1,37.2992285,G,epd,339,D-erythrose 4-phosphate dehydrogenase,c,FALSE,E4PD,1,0,(b2927 or b1779)
b1779,2,35.5323522,G,gapA,331,glyceraldehyde-3-phosphate dehydrogenase A,c,FALSE,,,,
b1288,26,27.8638622,I,fabI,262,"enoyl-[acyl-carrier-protein] reductase, NADH-dependent",c,FALSE,,,,
b3622,2,46.8774588,M,waaL,419,O-antigen ligase,p,FALSE,,,,
b3793,3,51.5170387,,wzyE,450,putative Wzy protein involved in ECA polysaccharide chain elongation,p,FALSE,,,,
b3785,3,39.4889657,M,wzzE,348,Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein,p,FALSE,,,,
b3792,1,44.9594519,,wzxE,416,O-antigen translocase,cp,FALSE,ECAtpp,0,0,b3792
b2341,16,77.0719167,I,fadJ,714,fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,c,FALSE,,,,
b1850,2,22.283938,G,eda,213,multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase,c,FALSE,,,,
b1851,1,64.6388315,EG,edd,603,6-phosphogluconate dehydratase,c,FALSE,EDD,0,0,b1851
b1054,1,35.4067323,M,waaM,306,lauryl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,EDTXS1,0,0,b1054
b1855,2,37.4102454,M,waaN,323,myristoyl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,,,,
b2378,1,35.4933001,M,lpxP,306,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,c,FALSE,EDTXS3,0,0,b2378
b2779,1,45.6547736,G,eno,432,enolase,c,FALSE,ENO,0,0,b2779
b0583,1,23.2584666,Q,entD,206,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,c,FALSE,ENTCS,0,0,b0583
b0585,2,42.5693491,P,fes,374,enterobactin/ferric enterobactin esterase,c,FALSE,,,,
b2440,1,31.7815052,E,eutC,295,"ethanolamine ammonia-lyase, small subunit (light chain)",c,FALSE,ETHAAL,0,1,(b2440 and b2441)
b2441,1,49.4028932,E,eutB,453,"ethanolamine ammonia-lyase, large subunit, heavy chain",c,FALSE,ETHAAL,0,1,(b2440 and b2441)
b0825,1,22.9967435,G,fsaA,220,fructose-6-phosphate aldolase 1,c,FALSE,F6PA,1,0,(b0825 or b3946)
b3946,1,23.5551358,G,fsaB,220,fructose-6-phosphate aldolase 2,c,FALSE,F6PA,1,0,(b0825 or b3946)
b0822,5,30.412697,R,ybiV,271,"sugar phosphatase; preference for fructose-1-P, ribose-5-P and glucose-6-P",c,FALSE,,,,
b3666,4,50.6064047,G,uhpT,463,hexose phosphate transporter,cp,FALSE,,,,
b0404,7,22.9610099,S,acpH,193,hypothetical protein,c,FALSE,,,,
b0452,10,31.9661705,I,tesB,286,acyl-CoA thioesterase II,c,FALSE,,,,
b1805,10,62.3317327,IQ,fadD,561,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),cp,FALSE,,,,
b1701,10,60.7729176,IQ,fadK,548,"short chain acyl-CoA synthetase, anaerobic",cp,FALSE,,,,
b3844,6,26.2418943,HC,fre,233,NAD(P)H-flavin reductase,c,FALSE,,,,
b2763,4,63.9978669,P,cysI,570,"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding",c,FALSE,,,,
b2764,4,66.269509,P,cysJ,599,"sulfite reductase, alpha subunit, flavoprotein",c,FALSE,,,,
b2097,1,38.1090542,G,fbaB,350,fructose-bisphosphate aldolase class I,c,FALSE,FBA,2,0,(b2097 or b1773 or b2925)
b1773,1,30.8096851,G,ydjI,278,putative aldolase,c,FALSE,FBA,2,0,(b2097 or b1773 or b2925)
b2925,2,39.1471048,G,fbaA,359,"fructose-bisphosphate aldolase, class II",c,FALSE,,,,
b3925,1,35.8522141,G,glpX,336,"fructose 1,6-bisphosphatase II",c,FALSE,FBP,2,0,(b3925 or b4232 or b2930)
b4232,1,36.8337843,G,fbp,332,"fructose-1,6-bisphosphatase I",c,FALSE,FBP,2,0,(b3925 or b4232 or b2930)
b2930,1,34.3233518,G,yggF,321,"fructose 1,6 bisphosphatase isozyme",c,FALSE,FBP,2,0,(b3925 or b4232 or b2930)
b2802,1,64.9764988,G,fucI,591,L-fucose isomerase,c,FALSE,FCI,0,0,b2802
b2803,1,53.2356833,G,fucK,482,L-fuculokinase,c,FALSE,FCLK,0,0,b2803
b2738,1,23.2223905,G,ygbL,212,putative class II aldolase,c,FALSE,FCLPA,1,0,(b2738 or b2800)
b2800,1,23.7752351,G,fucA,215,L-fuculose-1-phosphate aldolase,c,FALSE,FCLPA,1,0,(b2738 or b2800)
b0475,1,35.8842512,H,hemH,320,ferrochelatase,c,FALSE,FCLT,0,0,b0475
b3892,2,24.6062558,C,fdoI,211,"formate dehydrogenase-O, cytochrome b556 subunit",cp,FALSE,,,,
b3893,2,33.1003112,C,fdoH,300,"formate dehydrogenase-O, Fe-S subunit",cp,FALSE,,,,
b3894,2,112.3989425,C,fdoG,1016,"formate dehydrogenase-O, large subunit",cp,FALSE,,,,
b1474,2,112.8128825,C,fdnG,1015,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",cp,FALSE,,,,
b1475,2,32.2386645,C,fdnH,294,"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible",cp,FALSE,,,,
b1476,2,25.3684024,C,fdnI,217,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",cp,FALSE,,,,
b0935,5,41.7360599,C,ssuD,381,"alkanesulfonate monooxygenase, FMNH(2)-dependent",c,FALSE,,,,
b3409,1,84.4733897,P,feoB,773,"fused ferrous iron transporter, protein B: GTP-binding protein/membrane protein",cp,FALSE,FE2abcpp,0,0,b3409
b2392,2,44.1934977,P,mntH,412,manganese/divalent cation transporter,cp,FALSE,,,,
b4290,1,33.1461982,P,fecB,300,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,FE3DCITabcpp,0,3,(b4290 and b4289 and b4288 and b4287)
b4289,1,34.8925921,P,fecC,332,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,FE3DCITabcpp,0,3,(b4290 and b4289 and b4288 and b4287)
b4288,1,34.1313871,P,fecD,318,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,FE3DCITabcpp,0,3,(b4290 and b4289 and b4288 and b4287)
b4287,1,28.1905861,PH,fecE,255,KpLE2 phage-like element; iron-dicitrate transporter subunit,cp,FALSE,FE3DCITabcpp,0,3,(b4290 and b4289 and b4288 and b4287)
b4291,1,85.3212121,P,fecA,774,KpLE2 phage-like element; ferric citrate outer membrane transporter,cep,FALSE,FE3DCITtonex,0,3,(b4291 and (b1252 and b3005 and b3006))
b0592,2,34.2829029,P,fepB,318,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0588,2,29.7839981,PH,fepC,271,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0590,2,33.8711856,P,fepD,334,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0589,2,34.9100894,P,fepG,330,iron-enterobactin transporter subunit,cp,FALSE,,,,
b0805,1,81.9596856,P,fiu,760,catecholate siderophore receptor Fiu,cep,FALSE,FE3DHBZStonex,1,6,((b0805 and (b1252 and b3005 and b3006)) or (b2155 and (b1252 and b3005 and b3006)))
b2155,1,73.8953698,P,cirA,663,catecholate siderophore receptor CirA,cep,FALSE,FE3DHBZStonex,1,6,((b0805 and (b1252 and b3005 and b3006)) or (b2155 and (b1252 and b3005 and b3006)))
b0150,3,82.1818956,P,fhuA,747,ferrichrome outer membrane transporter,cep,FALSE,,,,
b0584,1,82.1065234,P,fepA,746,iron-enterobactin outer membrane transporter,cep,FALSE,FEENTERtonex,0,3,(b0584 and (b1252 and b3005 and b3006))
b0591,1,43.28181,,entS,416,"enterobactin exporter, iron-regulated",cp,FALSE,FEENTERtpp,0,0,b0591
b4367,3,30.1126456,R,fhuF,262,ferric iron reductase involved in ferric hydroximate transport,c,FALSE,,,,
b4209,1,24.8825587,D,ytfE,220,iron-sulfur cluster repair protein RIC,c,FALSE,FESR,0,0,b4209
b4079,1,79.2235432,R,fdhF,715,"formate dehydrogenase-H, selenopolypeptide subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2481,1,22.1543325,C,hyfA,205,"hydrogenase 4, 4Fe-4S subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2482,1,72.5827807,CP,hyfB,672,"hydrogenase 4, membrane subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2483,1,34.3591322,C,hyfC,315,"hydrogenase 4, membrane subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2484,1,51.7543878,CP,hyfD,479,"hydrogenase 4, membrane subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2485,1,23.3614324,C,hyfE,216,"hydrogenase 4, membrane subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2486,1,56.7669668,CP,hyfF,526,"hydrogenase 4, membrane subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2487,1,63.383257,C,hyfG,555,"hydrogenase 4, subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2488,1,20.1593484,C,hyfH,181,"hydrogenase 4, Fe-S subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2489,1,28.101204,C,hyfI,252,"hydrogenase 4, Fe-S subunit",c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2490,1,15.5769349,,hyfJ,137,putative processing element hydrogenase 4,c,TRUE,FHL,1,16,((b4079 and (b2481 and b2482 and b2483 and b2484 and b2485 and b2486 and b2487 and b2488 and b2489 and b2490)) or (b4079 and (b2719 and b2720 and b2721 and b2722 and b2723 and b2724)))
b2719,2,27.9990699,C,hycG,255,"hydrogenase 3 and formate hydrogenase complex, HycG subunit","c,cp",FALSE,,,,
b2720,2,20.3093274,C,hycF,180,formate hydrogenlyase complex iron-sulfur protein,"c,cp",FALSE,,,,
b2721,2,64.9801426,C,hycE,569,"hydrogenase 3, large subunit","c,cp",FALSE,,,,
b2722,2,33.0292263,C,hycD,307,"hydrogenase 3, membrane subunit","c,cp",FALSE,,,,
b2723,2,64.0769346,CP,hycC,608,"hydrogenase 3, membrane subunit","c,cp",FALSE,,,,
b2724,2,21.8732376,C,hycB,203,"hydrogenase 3, Fe-S subunit","c,cp",FALSE,,,,
b0684,7,19.7368542,C,fldA,176,flavodoxin 1,c,FALSE,,,,
b3924,5,27.7508305,C,fpr,248,ferredoxin-NADP reductase,c,FALSE,,,,
b2895,7,19.7001081,C,fldB,173,flavodoxin 2,c,FALSE,,,,
b3288,1,34.1683379,J,fmt,315,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,c,TRUE,FMETTRS,0,0,b3288
b0025,2,34.7341168,H,ribF,313,bifunctional riboflavin kinase/FAD synthetase,c,FALSE,,,,
b0937,2,21.2532118,R,ssuE,191,NAD(P)H-dependent FMN reductase,c,FALSE,,,,
b2912,1,21.1053405,H,fau,182,"conserved protein, 5-formyltetrahydrofolate cyclo-ligase family",c,FALSE,FOMETRi,0,0,b2912
b2374,1,45.8280107,C,frc,416,"formyl-CoA transferase, NAD(P)-binding",c,TRUE,FORCT,0,0,b2374
b0904,2,30.9906532,P,focA,285,formate channel,cp,FALSE,,,,
b2492,2,30.5645583,P,focB,282,putative formate transporter,cp,FALSE,,,,
b4151,2,13.1068798,C,frdD,119,"fumarate reductase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b4152,2,15.014974,C,frdC,131,"fumarate reductase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b4153,2,27.1230142,C,frdB,244,"fumarate reductase (anaerobic), Fe-S subunit",c,FALSE,,,,
b4154,2,65.9714054,C,frdA,602,fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit,c,FALSE,,,,
b2168,1,33.7555623,G,fruK,312,fructose-1-phosphate kinase,c,FALSE,FRUK,0,0,b2168
b3371,1,38.5690875,M,frlB,340,fructoselysine-6-P-deglycase,c,FALSE,FRULYSDG,0,0,b3371
b4474,1,31.16877,G,frlC,276,fructoselysine 3-epimerase,c,FALSE,FRULYSE,0,0,b4474
b3374,1,28.3317418,G,frlD,261,fructoselysine 6-kinase,c,FALSE,FRULYSK,0,0,b3374
b3370,2,47.5763676,E,frlA,445,putative fructoselysine transporter,cp,FALSE,,,,
b4321,2,47.1377837,GE,gntP,447,fructuronate transporter,cp,FALSE,,,,
b2167,1,57.5189533,G,fruA,563,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,cp,FALSE,FRUptspp,0,3,(b2167 and b2169 and b2415 and b2416)
b2169,1,39.6476639,G,fruB,376,fused fructose-specific PTS enzymes: IIA component/HPr component,cp,FALSE,FRUptspp,0,3,(b2167 and b2169 and b2415 and b2416)
b1232,1,31.9345919,F,purU,280,formyltetrahydrofolate hydrolase,c,FALSE,FTHFD,0,0,b1232
b2801,1,47.5447305,G,fucP,438,L-fucose transporter,cp,FALSE,FUCtpp,0,0,b2801
b1612,1,60.2983449,C,fumA,548,"fumarate hydratase (fumarase A), aerobic Class I",c,FALSE,FUM,2,0,(b1612 or b4122 or b1611)
b1611,1,50.4887391,C,fumC,467,"fumarate hydratase (fumarase C),aerobic Class II",c,FALSE,FUM,2,0,(b1612 or b4122 or b1611)
b0621,4,48.4120784,C,dcuC,461,anaerobic C4-dicarboxylate transport,cp,FALSE,,,,
b3730,2,49.1898883,M,glmU,456,fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase,c,FALSE,,,,
b1002,2,45.6827473,,agp,413,glucose-1-phosphatase/inositol phosphatase,p,FALSE,,,,
b2039,1,32.6934316,M,rfbA,293,glucose-1-phosphate thymidylyltransferase,c,FALSE,G1PTT,1,0,(b2039 or b3789)
b3789,1,32.7342507,M,rffH,293,glucose-1-phosphate thymidylyltransferase,c,FALSE,G1PTT,1,0,(b2039 or b3789)
b0154,1,45.3660016,H,hemL,426,glutamate-1-semialdehyde aminotransferase (aminomutase),c,FALSE,G1SAT,0,0,b0154
b2533,2,29.1720011,G,suhB,267,inositol monophosphatase,c,FALSE,,,,
b4055,17,26.1034207,R,aphA,237,"acid phosphatase/phosphotransferase, class B, non-specific",p,FALSE,,,,
b4041,7,91.3810882,I,plsB,807,glycerol-3-phosphate O-acyltransferase,c,FALSE,,,,
b3452,7,33.2637186,G,ugpA,295,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3453,7,48.4485339,G,ugpB,438,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3450,7,39.5235369,G,ugpC,356,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3451,7,31.499621,G,ugpE,281,glycerol-3-phosphate transporter subunit,cp,FALSE,,,,
b3608,1,36.3614856,C,gpsA,339,glycerol-3-phosphate dehydrogenase (NAD+),c,FALSE,G3PD2,0,0,b3608
b2241,3,58.9580573,C,glpA,542,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding",c,FALSE,,,,
b2242,3,45.3570751,E,glpB,419,"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit",c,FALSE,,,,
b2243,3,44.1079187,C,glpC,396,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",c,FALSE,,,,
b3426,1,56.7502817,C,glpD,501,"sn-glycerol-3-phosphate dehydrogenase, aerobic, FAD/NAD(P)-binding",c,FALSE,G3PD5,1,2,((b2241 and b2242 and b2243) or b3426)
b0243,1,44.6299045,E,proA,417,gamma-glutamylphosphate reductase,c,FALSE,G5SD,0,0,b0243
b0678,1,29.7741068,G,nagB,266,glucosamine-6-phosphate deaminase,c,FALSE,G6PDA,0,0,b0678
b1852,1,55.7042156,G,zwf,491,glucose-6-phosphate 1-dehydrogenase,c,FALSE,G6PDH2r,0,0,b1852
b3128,1,56.4013909,G,garD,523,(D)-galactarate dehydrogenase,c,FALSE,GALCTD,0,0,b3128
b4358,1,36.4477563,ER,yjjN,340,L-galactonate oxidoreductase,c,FALSE,GALCTLO,0,0,b4358
b4478,1,42.5227209,MR,dgoD,382,galactonate dehydratase,c,FALSE,GALCTND,0,0,b4478
b4356,1,49.4403605,G,yjjL,453,L-galactonate transporter,cp,FALSE,GALCTNLt2pp,0,0,b4356
b3691,1,47.0765339,G,dgoT,430,D-galactonate transporter,cp,FALSE,GALCTNt2pp,0,0,b3691
b2789,3,49.1419053,G,gudP,450,putative D-glucarate transporter,cp,FALSE,,,,
b3127,3,49.0090563,G,garP,444,putative (D)-galactarate transporter,cp,FALSE,,,,
b2045,1,47.3433659,S,wcaK,426,colanic acid biosynthesis protein,c,FALSE,GALKr,1,0,(b2045 or b0757)
b0757,1,41.4419733,G,galK,382,galactokinase,c,FALSE,GALKr,1,0,(b2045 or b0757)
b0756,1,38.1902841,G,galM,346,galactose-1-epimerase (mutarotase),p,FALSE,GALM2pp,0,0,b0756
b4119,1,50.6569347,G,melA,451,"alpha-galactosidase, NAD(P)-binding",c,FALSE,GALS3,0,0,b4119
b3628,1,40.8257652,M,waaB,359,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase",c,FALSE,GALT1,0,0,b3628
b2094,1,16.907385,GT,gatA,150,galactitol-specific enzyme IIA component of PTS,cp,FALSE,GALTptspp,0,4,(b2094 and b2093 and b2092 and b2415 and b2416)
b2093,1,10.2220248,G,gatB,94,galactitol-specific enzyme IIB component of PTS,cp,FALSE,GALTptspp,0,4,(b2094 and b2093 and b2092 and b2415 and b2416)
b2092,1,48.364837,G,gatC,451,galactitol-specific enzyme IIC component of PTS,cp,FALSE,GALTptspp,0,4,(b2094 and b2093 and b2092 and b2415 and b2416)
b3093,2,51.5715372,G,exuT,472,hexuronate transporter,cp,FALSE,,,,
b1236,1,32.9421642,M,galU,302,glucose-1-phosphate uridylyltransferase,c,FALSE,GALUi,0,0,b1236
b2149,2,56.4150619,G,mglA,506,fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,,,,
b2150,2,35.7124221,G,mglB,332,methyl-galactoside transporter subunit,cp,FALSE,,,,
b2148,2,35.5500133,G,mglC,336,methyl-galactoside transporter subunit,cp,FALSE,,,,
b4231,2,34.9775266,G,yjfF,331,putative sugar transporter subunit: membrane component of ABC superfamily,cp,FALSE,,,,
b4227,2,34.3445298,G,ytfQ,318,galactofuranose binding proteint: periplasmic-binding component of ABC superfamily,cp,FALSE,,,,
b4485,2,55.2597936,G,ytfR,500,putative sugar transporter subunit: ATP-binding component of ABC superfamily,cp,FALSE,,,,
b4230,2,35.6588393,G,ytfT,341,putative sugar transporter subunit: membrane component of ABC superfamily,cp,FALSE,,,,
b2943,2,50.9823356,G,galP,464,D-galactose transporter,cp,FALSE,,,,
b2500,1,23.2381794,F,purN,212,phosphoribosylglycinamide formyltransferase 1,c,FALSE,GARFT,0,0,b2500
b1415,2,52.2725894,C,aldA,479,"aldehyde dehydrogenase A, NAD-linked",c,FALSE,,,,
b2052,2,36.1409993,MG,wcaG,321,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase,c,TRUE,,,,
b2784,2,83.8752821,TK,relA,744,(p)ppGpp synthetase I/GTP pyrophosphokinase,c,FALSE,,,,
b3650,3,79.342161,TK,spoT,702,"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase",c,FALSE,,,,
b2051,1,18.2733903,F,wcaH,159,GDP-mannose mannosyl hydrolase,c,FALSE,GDPMNH,0,0,b2051
